gene_name	motif_counts	gene_length	motif_counts_normalized_by_gene_length	avg_p_value	avg_motif_position	present_in_list	avg_q_value
cpbgf_7004480-RA	2	1152	1.736111111111111	7.96e-05	80.12152777777777	F	0.252
cpbgf_7004600-RA	2	1713	1.1675423234092235	6.655e-05	52.130764740221835	F	0.23099999999999998
cpbgf_7005000-RA	2	1827	1.0946907498631637	3.07e-05	90.64039408866995	F	0.193
cpbgf_7005440-RA	2	9690	0.20639834881320948	6.09e-05	23.761609907120743	F	0.2265
cpbgf_7005460-RA	2	2901	0.6894174422612892	6.655e-05	48.87969665632541	F	0.23099999999999998
cpbgf_700670-RA	2	936	2.136752136752137	3.63e-05	62.873931623931625	F	0.1945
cpbgf_700680-RA	2	2340	0.8547008547008547	3.07e-05	67.47863247863248	F	0.193
cpbgf_8001100-RA	2	3906	0.5120327700972862	3.5615e-05	24.756784434203787	F	0.20900000000000002
cpbgf_8001440-RA	2	1254	1.594896331738437	5.53e-05	80.14354066985646	F	0.225
cpbgf_8001520-RA	2	3618	0.5527915975677169	5.53e-05	28.869541182974018	F	0.225
cpbgf_8001750-RA	2	1476	1.3550135501355014	3.07e-05	51.28726287262873	F	0.193
cpbgf_8002520-RA	2	3843	0.5204267499349466	6.09e-05	13.791308873276085	T	0.2265
cpbgf_8002790-RA	2	12543	0.1594514868851152	3.07e-05	87.1322650083712	F	0.193
cpbgf_8002800-RA	2	1731	1.1554015020219526	3.07e-05	68.34199884459849	F	0.193
cpbgf_8003180-RA	2	2496	0.8012820512820512	4.645e-05	60.1161858974359	F	0.20900000000000002
cpbgf_8003370-RA	2	1227	1.6299918500407498	5.875e-05	74.32762836185819	F	0.225
cpbgf_8003520-RA	2	3375	0.5925925925925926	5.32e-05	60.05925925925926	F	0.205
cpbgf_8003640-RA	2	4398	0.4547521600727603	8.845000000000001e-05	97.57844474761256	F	0.268
cpbgf_8003720-RA	2	1428	1.4005602240896358	6.385000000000001e-05	22.478991596638657	F	0.23600000000000002
cpbgf_8003860-RA	2	2091	0.9564801530368245	3.63e-05	73.69679579148732	F	0.1945
cpbgf_8003990-RA	2	1575	1.2698412698412698	5.685e-05	43.49206349206349	F	0.225
cpbgf_8004030-RA	2	6000	0.3333333333333333	6.385000000000001e-05	45.458333333333336	F	0.23600000000000002
cpbgf_80040-RA	2	2655	0.7532956685499058	1.9865e-05	50.58380414312618	F	0.193
cpbgf_8004190-RA	2	1911	1.0465724751439038	4.6015e-05	75.87650444793302	F	0.225
cpbgf_8004510-RA	2	3237	0.6178560395427866	5.53e-05	62.38801359283287	F	0.225
cpbgf_8004770-RA	2	5898	0.339097999321804	4.195e-05	85.36792132926416	F	0.199
cpbgf_8004800-RA	2	2343	0.8536064874093043	3.07e-05	13.935125906956891	F	0.193
cpbgf_8004830-RA	2	1428	1.4005602240896358	1.9865e-05	60.154061624649856	F	0.193
cpbgf_800490-RA	2	2772	0.7215007215007215	5.685e-05	69.06565656565655	F	0.225
cpbgf_800680-RA	2	3006	0.6653359946773121	5.769999999999999e-05	13.00731869594145	F	0.215
cpbgf_80080-RA	2	1413	1.4154281670205238	5.769999999999999e-05	88.6765746638358	F	0.215
cpbgf_800920-RA	2	1632	1.2254901960784315	2.5465e-05	52.14460784313725	F	0.1945
cpbgf_100100-RA	1	3117	0.32082130253448826	6.22e-05	32.51523901187039	F	0.225
cpbgf_1001190-RA	1	2634	0.37965072133637057	9.7e-05	9.244495064540622	F	0.279
cpbgf_1001200-RA	1	924	1.0822510822510822	3.07e-05	10.227272727272728	F	0.193
cpbgf_1001230-RA	1	3198	0.31269543464665417	3.07e-05	41.260162601626014	F	0.193
cpbgf_1001250-RA	1	7332	0.13638843426077468	5.32e-05	6.7444080741953085	F	0.205
cpbgf_1001310-RA	1	930	1.075268817204301	5.32e-05	34.46236559139785	F	0.205
cpbgf_1001330-RA	1	2424	0.41254125412541254	4.19e-05	50.92821782178218	F	0.196
cpbgf_1001390-RA	1	1392	0.7183908045977011	3.07e-05	57.866379310344826	F	0.193
cpbgf_1001470-RA	1	1998	0.5005005005005005	9.7e-05	66.34134134134135	F	0.279
cpbgf_100150-RA	1	2988	0.33467202141900937	9.03e-06	69.82931726907631	F	0.193
cpbgf_1001520-RA	1	9027	0.11077877478675086	3.45e-05	73.54048964218455	F	0.193
cpbgf_1001580-RA	1	2793	0.35803795202291444	5.32e-05	96.22269960615826	F	0.205
cpbgf_1001590-RA	1	579	1.7271157167530224	5.32e-05	41.36442141623489	F	0.205
cpbgf_100160-RA	1	2802	0.35688793718772305	5.32e-05	38.418986438258386	F	0.205
cpbgf_1001630-RA	1	498	2.008032128514056	9.7e-05	71.18473895582329	F	0.279
cpbgf_1001660-RA	1	324	3.0864197530864197	5.32e-05	93.05555555555556	F	0.205
cpbgf_1001680-RA	1	3084	0.324254215304799	7.99e-05	94.2769130998703	F	0.257
cpbgf_1001700-RA	1	2331	0.429000429000429	3.07e-05	88.91033891033892	F	0.193
cpbgf_1001710-RA	1	894	1.1185682326621924	5.32e-05	55.64876957494407	F	0.205
cpbgf_1001790-RA	1	1983	0.5042864346949067	4.19e-05	25.693393847705497	F	0.196
cpbgf_1001840-RA	1	2799	0.3572704537334762	9.7e-05	22.561629153269024	F	0.279
cpbgf_1001890-RA	1	681	1.4684287812041115	4.19e-05	11.086637298091043	F	0.196
cpbgf_1001920-RA	1	13839	0.07225955632632416	3.07e-05	96.65076956427487	F	0.193
cpbgf_1001960-RA	1	603	1.658374792703151	4.19e-05	69.23714759535655	F	0.196
cpbgf_1001980-RA	1	1494	0.6693440428380187	7.99e-05	69.04283801874163	F	0.257
cpbgf_1002290-RA	1	1992	0.502008032128514	3.07e-05	66.64156626506023	F	0.193
cpbgf_1002300-RA	1	4701	0.21272069772388852	6.22e-05	83.588598170602	F	0.225
cpbgf_1002380-RA	1	1689	0.5920663114268797	3.07e-05	92.51036116044997	F	0.193
cpbgf_1002470-RA	1	951	1.0515247108307044	5.32e-05	15.615141955835963	F	0.205
cpbgf_1002570-RA	1	4347	0.23004370830457788	4.19e-05	40.43018173452956	F	0.196
cpbgf_1002580-RA	1	744	1.3440860215053765	5.32e-05	18.481182795698924	F	0.205
cpbgf_1002620-RA	1	6264	0.15964240102171137	5.32e-05	44.97924648786717	F	0.205
cpbgf_1002635-RA	1	1230	0.8130081300813008	9.03e-06	55.569105691056905	F	0.193
cpbgf_1002640-RA	1	291	3.4364261168384878	9.03e-06	97.07903780068729	F	0.193
cpbgf_1002650-RA	1	2598	0.3849114703618168	9.7e-05	43.2832948421863	F	0.279
cpbgf_1002680-RA	1	867	1.1534025374855825	8.3e-05	3.0565167243367934	F	0.257
cpbgf_1002690-RA	1	1224	0.8169934640522876	5.32e-05	36.72385620915033	F	0.205
cpbgf_100270-RA	1	672	1.488095238095238	8.77e-05	13.616071428571427	F	0.265
cpbgf_1002710-RA	1	1068	0.9363295880149812	9.7e-05	27.013108614232213	F	0.279
cpbgf_1002750-RA	1	1896	0.5274261603375527	4.19e-05	27.558016877637133	F	0.196
cpbgf_1002770-RA	1	3846	0.26001040041601664	4.19e-05	99.25897035881435	F	0.196
cpbgf_1002773-RA	1	867	1.1534025374855825	9.7e-05	49.30795847750865	F	0.279
cpbgf_1002790-RA	1	315	3.1746031746031744	4.19e-05	86.82539682539682	F	0.196
cpbgf_1002850-RA	1	3468	0.28835063437139563	3.07e-05	41.594579008073815	F	0.193
cpbgf_1002870-RA	1	2079	0.48100048100048104	4.19e-05	92.80904280904281	F	0.196
cpbgf_1002890-RA	1	2946	0.3394433129667345	3.07e-05	37.729124236252545	F	0.193
cpbgf_100290-RA	1	1467	0.6816632583503749	3.07e-05	42.63803680981595	F	0.193
cpbgf_1002990-RA	1	432	2.314814814814815	5.32e-05	77.66203703703704	F	0.205
cpbgf_1003060-RA	1	1380	0.7246376811594203	3.45e-05	90.2536231884058	F	0.193
cpbgf_1003080-RA	1	11340	0.08818342151675486	3.07e-05	65.96560846560845	F	0.193
cpbgf_1003190-RA	1	2226	0.44923629829290207	9.03e-06	55.63791554357592	F	0.193
cpbgf_1003290-RA	1	2190	0.45662100456621	9.03e-06	16.689497716894977	F	0.193
cpbgf_1003330-RA	1	567	1.763668430335097	3.07e-05	12.433862433862434	F	0.193
cpbgf_1003340-RA	1	918	1.0893246187363836	5.32e-05	14.324618736383442	F	0.205
cpbgf_1003343-RA	1	468	2.136752136752137	3.07e-05	33.65384615384615	F	0.193
cpbgf_1003390-RA	1	1383	0.7230657989877078	6.22e-05	19.269703543022416	F	0.225
cpbgf_1003500-RA	1	2064	0.4844961240310077	4.19e-05	78.9001937984496	F	0.196
cpbgf_1003510-RA	1	1524	0.6561679790026247	3.07e-05	21.423884514435695	F	0.193
cpbgf_100360-RA	1	2511	0.39824771007566706	4.19e-05	86.55913978494624	F	0.196
cpbgf_1003620-RA	1	1107	0.9033423667570009	3.07e-05	93.27009936766034	F	0.193
cpbgf_1003640-RA	1	1569	0.6373486297004461	9.03e-06	78.17080943275973	F	0.193
cpbgf_1003670-RA	1	6168	0.1621271076523995	3.07e-05	92.37191958495461	F	0.193
cpbgf_1003700-RA	1	1362	0.7342143906020557	3.07e-05	11.19676945668135	F	0.193
cpbgf_1003710-RA	1	2088	0.4789272030651341	5.32e-05	67.93582375478927	F	0.205
cpbgf_1003760-RA	1	3480	0.28735632183908044	9.7e-05	91.39367816091955	F	0.279
cpbgf_1003820-RA	1	2988	0.33467202141900937	5.32e-05	4.902945113788487	F	0.205
cpbgf_1003850-RA	1	2741	0.36483035388544327	3.07e-05	77.9824881430135	F	0.193
cpbgf_1003950-RA	1	1218	0.8210180623973727	6.22e-05	15.9688013136289	F	0.225
cpbgf_10040-RA	1	1014	0.9861932938856016	5.32e-05	31.31163708086785	F	0.205
cpbgf_10050-RA	1	2871	0.34831069313827934	8.3e-05	67.90316962730756	F	0.257
cpbgf_100540-RA	1	498	2.008032128514056	9.03e-06	4.718875502008032	F	0.193
cpbgf_100550-RA	1	8988	0.11125945705384957	3.45e-05	90.88228749443704	F	0.193
cpbgf_100580-RA	1	2454	0.40749796251018744	7.99e-05	2.506112469437653	T	0.257
cpbgf_10060-RA	1	990	1.0101010101010102	3.07e-05	20.555555555555554	F	0.193
cpbgf_100640-RA	1	3819	0.2618486514794449	9.7e-05	44.84158156585494	F	0.279
cpbgf_100670-RA	1	3531	0.28320589068252616	9.7e-05	51.27442650807137	F	0.279
cpbgf_100720-RA	1	636	1.5723270440251573	3.07e-05	18.31761006289308	F	0.193
cpbgf_100733-RA	1	486	2.05761316872428	4.19e-05	86.72839506172839	F	0.196
cpbgf_100770-RA	1	1485	0.6734006734006734	4.19e-05	72.02020202020202	F	0.196
cpbgf_100830-RA	1	2985	0.33500837520938026	5.32e-05	59.882747068676714	T	0.205
cpbgf_100880-RA	1	1218	0.8210180623973727	5.32e-05	20.402298850574713	F	0.205
cpbgf_100910-RA	1	576	1.736111111111111	3.07e-05	15.538194444444445	F	0.193
cpbgf_100960-RA	1	1458	0.6858710562414265	7.99e-05	95.91906721536351	F	0.257
cpbgf_100970-RA	1	2502	0.3996802557953637	3.07e-05	65.96722621902478	F	0.193
cpbgf_100990-RA	1	3444	0.29036004645760743	7.99e-05	63.748548199767704	F	0.257
cpbgf_2001000-RA	1	1920	0.5208333333333334	8.3e-05	31.536458333333332	F	0.257
cpbgf_200100-RA	1	723	1.3831258644536653	7.99e-05	96.61134163208852	F	0.257
cpbgf_2001010-RA	1	1761	0.5678591709256104	8.3e-05	11.669505962521294	F	0.257
cpbgf_2001100-RA	1	2913	0.34328870580157916	3.45e-05	55.66426364572605	F	0.193
cpbgf_2001130-RA	1	2046	0.4887585532746823	5.32e-05	10.874877810361681	F	0.205
cpbgf_2001180-RA	1	1428	0.7002801120448179	9.7e-05	82.1078431372549	F	0.279
cpbgf_2001220-RA	1	1716	0.5827505827505828	3.07e-05	85.6934731934732	F	0.193
cpbgf_2001260-RA	1	2436	0.41050903119868637	7.99e-05	79.16666666666666	F	0.257
cpbgf_2001370-RA	1	2634	0.37965072133637057	4.19e-05	18.58390280941534	F	0.196
cpbgf_2001480-RA	1	1317	0.7593014426727411	9.7e-05	93.81169324221716	F	0.279
cpbgf_2001500-RA	1	1623	0.6161429451632779	9.7e-05	22.273567467652494	F	0.279
cpbgf_2001510-RA	1	2415	0.4140786749482402	3.07e-05	25.36231884057971	F	0.193
cpbgf_2001600-RA	1	2589	0.3862495171881035	7.99e-05	81.17033603707995	F	0.257
cpbgf_2001710-RA	1	4014	0.24912805181863476	5.32e-05	82.07523667164924	F	0.205
cpbgf_2001760-RA	1	1008	0.992063492063492	5.32e-05	34.077380952380956	F	0.205
cpbgf_2001860-RA	1	3741	0.2673082063619353	8.77e-05	29.577653033948142	F	0.265
cpbgf_2001870-RA	1	942	1.0615711252653928	8.3e-05	87.20806794055201	F	0.257
cpbgf_2002040-RA	1	1221	0.819000819000819	7.99e-05	97.66584766584766	F	0.257
cpbgf_2002090-RA	1	3114	0.3211303789338471	3.07e-05	42.0199100834939	F	0.193
cpbgf_2002240-RA	1	1386	0.7215007215007215	3.07e-05	68.72294372294373	F	0.193
cpbgf_2002270-RA	1	1038	0.9633911368015414	4.19e-05	91.57032755298651	F	0.196
cpbgf_2002280-RA	1	1680	0.5952380952380953	9.7e-05	8.00595238095238	F	0.279
cpbgf_2002310-RA	1	1635	0.6116207951070336	9.03e-06	69.51070336391437	F	0.193
cpbgf_2002320-RA	1	5061	0.19758940920766646	7.99e-05	16.5283540802213	F	0.257
cpbgf_200250-RA	1	393	2.544529262086514	5.32e-05	2.1628498727735366	F	0.205
cpbgf_2002600-RA	1	1086	0.9208103130755064	4.19e-05	70.30386740331491	F	0.196
cpbgf_2002730-RA	1	3489	0.2866150759529951	5.32e-05	5.431355689309258	F	0.205
cpbgf_2002770-RA	1	6555	0.15255530129672007	6.22e-05	62.55530129672005	F	0.225
cpbgf_2002840-RA	1	3315	0.301659125188537	3.07e-05	9.366515837104073	F	0.193
cpbgf_2002850-RA	1	570	1.7543859649122808	4.19e-05	4.649122807017544	F	0.196
cpbgf_2002880-RA	1	1122	0.8912655971479501	9.7e-05	82.04099821746881	F	0.279
cpbgf_2002930-RA	1	1785	0.5602240896358543	9.7e-05	13.80952380952381	F	0.279
cpbgf_2002940-RA	1	3399	0.2942041776993233	9.03e-06	75.97822889085025	F	0.193
cpbgf_2002990-RA	1	624	1.6025641025641024	9.03e-06	28.28525641025641	F	0.193
cpbgf_2003010-RA	1	2244	0.44563279857397503	9.7e-05	61.34135472370767	F	0.279
cpbgf_2003020-RA	1	528	1.893939393939394	5.32e-05	6.15530303030303	F	0.205
cpbgf_2003070-RA	1	549	1.8214936247723132	3.07e-05	92.07650273224044	F	0.193
cpbgf_2003090-RA	1	1599	0.6253908692933083	9.03e-06	40.30644152595372	F	0.193
cpbgf_2003100-RA	1	1533	0.6523157208088715	8.3e-05	11.448140900195694	F	0.257
cpbgf_2003170-RA	1	2037	0.49091801669121254	4.19e-05	50.9327442317133	F	0.196
cpbgf_2003240-RA	1	1245	0.8032128514056225	3.07e-05	71.84738955823293	F	0.193
cpbgf_2003270-RA	1	1707	0.5858230814294083	6.22e-05	16.1394258933802	F	0.225
cpbgf_2003320-RA	1	2451	0.4079967360261118	9.03e-06	10.261117911056711	F	0.193
cpbgf_2003370-RA	1	828	1.2077294685990339	8.3e-05	76.14734299516908	F	0.257
cpbgf_2003400-RA	1	2451	0.4079967360261118	3.07e-05	27.274581803345573	F	0.193
cpbgf_2003440-RA	1	4800	0.20833333333333334	3.45e-05	47.489583333333336	F	0.193
cpbgf_2003460-RA	1	2175	0.45977011494252873	8.77e-05	8.25287356321839	F	0.265
cpbgf_2003500-RA	1	2115	0.47281323877068554	5.32e-05	42.90780141843972	F	0.205
cpbgf_2003580-RA	1	1803	0.5546311702717693	8.77e-05	80.33832501386577	F	0.265
cpbgf_2003620-RA	1	4062	0.2461841457410143	4.19e-05	0.5046774987690792	F	0.196
cpbgf_2003680-RA	1	2133	0.46882325363338023	8.77e-05	26.418190342240976	F	0.265
cpbgf_2003700-RA	1	4659	0.214638334406525	6.22e-05	69.21013092938398	F	0.225
cpbgf_200370-RA	1	822	1.2165450121654502	3.07e-05	93.49148418491484	F	0.193
cpbgf_2003800-RA	1	1110	0.9009009009009009	3.07e-05	86.26126126126125	F	0.193
cpbgf_2003830-RA	1	2058	0.48590864917395526	7.99e-05	77.67249757045676	F	0.257
cpbgf_2003840-RA	1	1080	0.9259259259259259	7.99e-05	63.00925925925925	F	0.257
cpbgf_2003860-RA	1	1575	0.6349206349206349	5.32e-05	27.58730158730159	F	0.205
cpbgf_2003870-RA	1	5787	0.17280110592707795	4.19e-05	10.981510281665804	F	0.196
cpbgf_200390-RA	1	468	2.136752136752137	8.3e-05	81.94444444444444	F	0.257
cpbgf_2003950-RA	1	744	1.3440860215053765	9.03e-06	12.432795698924732	F	0.193
cpbgf_200400-RA	1	585	1.7094017094017093	5.32e-05	81.45299145299145	F	0.205
cpbgf_2004070-RA	1	966	1.0351966873706004	7.99e-05	73.55072463768117	F	0.257
cpbgf_2004150-RA	1	1179	0.8481764206955047	8.3e-05	70.44105173876166	F	0.257
cpbgf_2004170-RA	1	360	2.7777777777777777	6.22e-05	67.36111111111111	F	0.225
cpbgf_2004180-RA	1	468	2.136752136752137	3.45e-05	10.790598290598291	F	0.193
cpbgf_2004190-RA	1	3465	0.2886002886002886	4.19e-05	14.0981240981241	F	0.196
cpbgf_2004230-RA	1	447	2.237136465324385	8.3e-05	81.76733780760627	F	0.257
cpbgf_2004260-RA	1	666	1.5015015015015014	3.07e-05	3.978978978978979	F	0.193
cpbgf_2004340-RA	1	1692	0.5910165484633569	7.99e-05	20.537825059101657	T	0.257
cpbgf_2004350-RA	1	3846	0.26001040041601664	3.45e-05	96.71086843473738	F	0.193
cpbgf_200480-RA	1	1413	0.7077140835102619	5.32e-05	94.23213021939137	F	0.205
cpbgf_20050-RA	1	1500	0.6666666666666666	8.3e-05	83.96666666666667	F	0.257
cpbgf_200520-RA	1	927	1.0787486515641855	5.32e-05	37.48651564185545	F	0.205
cpbgf_20060-RA	1	4626	0.21616947686986596	7.99e-05	95.8171206225681	F	0.257
cpbgf_200610-RA	1	885	1.1299435028248588	6.22e-05	83.67231638418079	F	0.225
cpbgf_200650-RA	1	1956	0.5112474437627812	3.07e-05	61.630879345603276	F	0.193
cpbgf_200680-RA	1	5361	0.18653236336504384	8.3e-05	94.67450102592801	F	0.257
cpbgf_20070-RA	1	4392	0.22768670309653916	5.32e-05	84.68806921675774	F	0.205
cpbgf_200720-RA	1	1041	0.9606147934678194	4.19e-05	52.017291066282425	F	0.196
cpbgf_200730-RA	1	1224	0.8169934640522876	8.3e-05	25.694444444444443	F	0.257
cpbgf_200790-RA	1	3744	0.26709401709401714	5.32e-05	63.60844017094017	F	0.205
cpbgf_200870-RA	1	684	1.461988304093567	5.32e-05	38.08479532163743	F	0.205
cpbgf_200920-RA	1	3081	0.32456994482310936	7.99e-05	10.499837715027589	F	0.257
cpbgf_200940-RA	1	3192	0.3132832080200501	3.07e-05	59.75877192982456	F	0.193
cpbgf_200960-RA	1	1833	0.5455537370430987	3.45e-05	16.17566830332788	F	0.193
cpbgf_200970-RA	1	2310	0.4329004329004329	9.7e-05	8.896103896103897	F	0.279
cpbgf_3001050-RA	1	4131	0.2420721374969741	4.19e-05	83.30912611958364	F	0.196
cpbgf_3001110-RA	1	11508	0.08689607229753216	5.32e-05	7.659888773027459	F	0.205
cpbgf_3001150-RA	1	972	1.02880658436214	3.07e-05	66.92386831275721	F	0.193
cpbgf_3001290-RA	1	765	1.3071895424836601	5.32e-05	46.60130718954248	T	0.205
cpbgf_3001300-RA	1	504	1.984126984126984	9.7e-05	46.92460317460318	F	0.279
cpbgf_3001400-RA	1	3984	0.251004016064257	5.32e-05	66.25251004016064	F	0.205
cpbgf_3001410-RA	1	333	3.003003003003003	8.3e-05	55.4054054054054	F	0.257
cpbgf_3001470-RA	1	945	1.0582010582010584	4.19e-05	72.64550264550265	F	0.196
cpbgf_3001580-RA	1	4164	0.24015369836695485	3.07e-05	92.13496637848223	F	0.193
cpbgf_3001610-RA	1	2568	0.3894080996884735	7.99e-05	14.933800623052958	F	0.257
cpbgf_3001880-RA	1	3411	0.2931691586045148	4.19e-05	21.67985927880387	F	0.196
cpbgf_3001970-RA	1	357	2.8011204481792715	7.99e-05	68.4873949579832	F	0.257
cpbgf_3001990-RA	1	3096	0.32299741602067183	7.99e-05	90.48772609819122	F	0.257
cpbgf_3002010-RA	1	3270	0.3058103975535168	5.32e-05	83.1651376146789	F	0.205
cpbgf_30020-RA	1	1131	0.8841732979664013	7.99e-05	47.43589743589743	F	0.257
cpbgf_3002150-RA	1	744	1.3440860215053765	7.99e-05	9.61021505376344	F	0.257
cpbgf_300220-RA	1	498	2.008032128514056	9.7e-05	67.9718875502008	F	0.279
cpbgf_3002260-RA	1	423	2.3640661938534278	5.32e-05	80.73286052009456	F	0.205
cpbgf_3002323-RA	1	2154	0.46425255338904364	4.19e-05	31.313834726090995	F	0.196
cpbgf_3002410-RA	1	3126	0.3198976327575176	4.19e-05	74.48816378758796	F	0.196
cpbgf_3002423-RA	1	1407	0.7107320540156361	3.07e-05	30.31272210376688	F	0.193
cpbgf_3002610-RA	1	576	1.736111111111111	3.07e-05	8.072916666666668	F	0.193
cpbgf_3002690-RA	1	1896	0.5274261603375527	9.03e-06	50.44831223628692	F	0.193
cpbgf_3002706-RA	1	2625	0.380952380952381	3.07e-05	40.05714285714286	F	0.193
cpbgf_300270-RA	1	3264	0.30637254901960786	7.99e-05	81.8780637254902	F	0.257
cpbgf_3002740-RA	1	1629	0.6138735420503376	3.07e-05	86.70963781461019	F	0.193
cpbgf_3002770-RA	1	2931	0.34118048447628796	5.32e-05	3.8382804503582397	F	0.205
cpbgf_3002780-RA	1	3291	0.3038590094196293	6.22e-05	44.31783652385293	F	0.225
cpbgf_3002790-RA	1	2556	0.39123630672926446	7.99e-05	41.84272300469484	F	0.257
cpbgf_300280-RA	1	4320	0.23148148148148148	7.99e-05	65.68287037037037	F	0.257
cpbgf_3002820-RA	1	2472	0.4045307443365696	8.3e-05	71.581715210356	F	0.257
cpbgf_3002860-RA	1	2001	0.49975012493753124	5.32e-05	4.672663668165917	F	0.205
cpbgf_3002890-RA	1	7140	0.1400560224089636	9.7e-05	52.93417366946779	F	0.279
cpbgf_3002920-RA	1	996	1.004016064257028	3.07e-05	40.91365461847389	F	0.193
cpbgf_3002960-RA	1	8076	0.12382367508667656	6.22e-05	6.345963348192174	F	0.225
cpbgf_3002970-RA	1	3633	0.2752546105147261	3.07e-05	97.67409854115057	F	0.193
cpbgf_3002980-RA	1	3597	0.2780094523213789	5.32e-05	61.23158187378371	F	0.205
cpbgf_3003050-RA	1	960	1.0416666666666667	5.32e-05	35.364583333333336	F	0.205
cpbgf_3003180-RA	1	2028	0.4930966469428008	7.99e-05	37.10552268244576	F	0.257
cpbgf_300330-RA	1	855	1.1695906432748537	6.22e-05	32.92397660818713	F	0.225
cpbgf_3003330-RA	1	2892	0.3457814661134163	3.07e-05	87.39626556016597	F	0.193
cpbgf_3003340-RA	1	4338	0.2305209774089442	3.07e-05	12.413554633471646	F	0.193
cpbgf_3003370-RA	1	4524	0.22104332449160033	5.32e-05	38.229442970822284	F	0.205
cpbgf_3003380-RA	1	1986	0.5035246727089627	9.7e-05	31.847935548841892	F	0.279
cpbgf_3003400-RA	1	345	2.898550724637681	3.45e-05	48.55072463768116	F	0.193
cpbgf_3003430-RA	1	5310	0.18832391713747645	9.03e-06	35.7532956685499	F	0.193
cpbgf_3003510-RA	1	366	2.73224043715847	4.19e-05	70.3551912568306	F	0.196
cpbgf_3003550-RA	1	3348	0.29868578255675027	7.99e-05	49.98506571087216	F	0.257
cpbgf_3003620-RA	1	4644	0.2153316106804479	5.32e-05	76.60422049956934	F	0.205
cpbgf_3003700-RA	1	3024	0.3306878306878307	9.03e-06	27.46362433862434	F	0.193
cpbgf_3003760-RA	1	543	1.8416206261510129	3.07e-05	75.04604051565377	F	0.193
cpbgf_300380-RA	1	3183	0.3141690229343387	4.19e-05	43.905120955073826	F	0.196
cpbgf_3003860-RA	1	1446	0.6915629322268326	3.07e-05	75.20746887966806	F	0.193
cpbgf_3003880-RA	1	3108	0.32175032175032175	9.03e-06	12.596525096525097	F	0.193
cpbgf_3003900-RA	1	3024	0.3306878306878307	6.22e-05	80.0760582010582	F	0.225
cpbgf_3003980-RA	1	2400	0.4166666666666667	7.99e-05	59.395833333333336	F	0.257
cpbgf_3004030-RA	1	750	1.3333333333333333	8.3e-05	68.86666666666666	F	0.257
cpbgf_3004090-RA	1	8637	0.1157809424568716	4.19e-05	68.77966886650458	F	0.196
cpbgf_3004110-RA	1	2100	0.47619047619047616	9.03e-06	94.78571428571428	F	0.193
cpbgf_3004180-RA	1	3606	0.27731558513588467	9.7e-05	61.051026067665006	F	0.279
cpbgf_3004230-RA	1	1677	0.5963029218843172	9.7e-05	4.502087060226595	F	0.279
cpbgf_3004260-RA	1	3519	0.2841716396703609	9.7e-05	60.34384768400114	F	0.279
cpbgf_3004270-RA	1	3531	0.28320589068252616	9.7e-05	60.47861795525347	F	0.279
cpbgf_3004360-RA	1	1278	0.7824726134585289	6.22e-05	14.280125195618155	F	0.225
cpbgf_300500-RA	1	1299	0.7698229407236336	5.32e-05	69.24557351809084	F	0.205
cpbgf_30050-RA	1	3627	0.27570995312930796	3.07e-05	45.230217810862975	F	0.193
cpbgf_300520-RA	1	1170	0.8547008547008547	7.99e-05	11.324786324786325	F	0.257
cpbgf_300660-RA	1	2649	0.3775009437523594	4.19e-05	49.018497546243864	F	0.196
cpbgf_300730-RA	1	1260	0.7936507936507936	4.19e-05	39.24603174603175	F	0.196
cpbgf_300780-RA	1	1119	0.8936550491510277	3.07e-05	38.29311885612154	F	0.193
cpbgf_300850-RA	1	1314	0.76103500761035	4.19e-05	7.876712328767123	F	0.196
cpbgf_300890-RA	1	411	2.4330900243309004	8.3e-05	50.97323600973236	F	0.257
cpbgf_300970-RA	1	474	2.109704641350211	5.32e-05	30.27426160337553	F	0.205
cpbgf_4001000-RA	1	2448	0.4084967320261438	3.07e-05	13.214869281045752	F	0.193
cpbgf_4001070-RA	1	705	1.4184397163120568	5.32e-05	41.63120567375886	F	0.205
cpbgf_4001080-RA	1	2040	0.49019607843137253	8.77e-05	19.09313725490196	F	0.265
cpbgf_40010-RA	1	483	2.070393374741201	3.45e-05	71.94616977225672	F	0.193
cpbgf_4001320-RA	1	2406	0.41562759767248547	7.99e-05	59.95428096425602	F	0.257
cpbgf_4001330-RA	1	1644	0.6082725060827251	3.07e-05	14.020681265206814	F	0.193
cpbgf_4001350-RA	1	2877	0.3475842891901286	4.19e-05	9.05457073340285	F	0.196
cpbgf_4001400-RA	1	1152	0.8680555555555555	8.3e-05	17.14409722222222	F	0.257
cpbgf_4001480-RA	1	3270	0.3058103975535168	9.7e-05	76.22324159021406	F	0.279
cpbgf_4001520-RA	1	912	1.0964912280701753	7.99e-05	65.40570175438597	F	0.257
cpbgf_4001530-RA	1	1341	0.7457121551081282	8.77e-05	26.584638329604772	F	0.265
cpbgf_4001537-RA	1	480	2.0833333333333335	9.03e-06	44.895833333333336	F	0.193
cpbgf_4001590-RA	1	6813	0.1467782181124321	3.07e-05	30.948187289006313	F	0.193
cpbgf_4001690-RA	1	4704	0.21258503401360543	6.22e-05	56.68579931972789	F	0.225
cpbgf_4001700-RA	1	2079	0.48100048100048104	3.07e-05	24.65127465127465	F	0.193
cpbgf_4001770-RA	1	729	1.371742112482853	4.19e-05	24.21124828532236	F	0.196
